ElementID,Action,N1,N2,N3,N4
603836,DELETE,0,0,0,0
603837,DELETE,0,0,0,0
603838,DELETE,0,0,0,0
603839,DELETE,0,0,0,0
603840,DELETE,0,0,0,0
603841,DELETE,0,0,0,0
603842,DELETE,0,0,0,0
603843,DELETE,0,0,0,0
603844,DELETE,0,0,0,0
603845,DELETE,0,0,0,0
603846,DELETE,0,0,0,0
603847,DELETE,0,0,0,0
603848,DELETE,0,0,0,0
603849,DELETE,0,0,0,0
603850,DELETE,0,0,0,0
603851,DELETE,0,0,0,0
603852,DELETE,0,0,0,0
603853,DELETE,0,0,0,0
603854,DELETE,0,0,0,0
603855,DELETE,0,0,0,0
603856,DELETE,0,0,0,0
603857,DELETE,0,0,0,0
603858,DELETE,0,0,0,0
603859,DELETE,0,0,0,0
603860,DELETE,0,0,0,0
603861,DELETE,0,0,0,0
603862,DELETE,0,0,0,0
603863,DELETE,0,0,0,0
603864,DELETE,0,0,0,0
603865,DELETE,0,0,0,0
603866,DELETE,0,0,0,0
603867,DELETE,0,0,0,0
603868,DELETE,0,0,0,0
603869,DELETE,0,0,0,0
603870,DELETE,0,0,0,0
603871,DELETE,0,0,0,0
603872,DELETE,0,0,0,0
603873,DELETE,0,0,0,0
603874,DELETE,0,0,0,0
603875,DELETE,0,0,0,0
603876,DELETE,0,0,0,0
603877,DELETE,0,0,0,0
603878,DELETE,0,0,0,0
603879,DELETE,0,0,0,0
603880,DELETE,0,0,0,0
603881,DELETE,0,0,0,0
603882,DELETE,0,0,0,0
603883,DELETE,0,0,0,0
603884,DELETE,0,0,0,0
603885,DELETE,0,0,0,0
603886,DELETE,0,0,0,0
603887,DELETE,0,0,0,0
603888,DELETE,0,0,0,0
603889,DELETE,0,0,0,0
603890,DELETE,0,0,0,0
603891,DELETE,0,0,0,0
603892,DELETE,0,0,0,0
603893,DELETE,0,0,0,0
603894,DELETE,0,0,0,0
603895,DELETE,0,0,0,0
603896,DELETE,0,0,0,0
603897,DELETE,0,0,0,0
603898,DELETE,0,0,0,0
603899,DELETE,0,0,0,0
603900,DELETE,0,0,0,0
603901,DELETE,0,0,0,0
603902,DELETE,0,0,0,0
605259,DELETE,0,0,0,0
605260,DELETE,0,0,0,0
605261,DELETE,0,0,0,0
605262,DELETE,0,0,0,0
605263,DELETE,0,0,0,0
605264,DELETE,0,0,0,0
605265,DELETE,0,0,0,0
605266,DELETE,0,0,0,0
605267,DELETE,0,0,0,0
605268,DELETE,0,0,0,0
605269,DELETE,0,0,0,0
605270,DELETE,0,0,0,0
605271,DELETE,0,0,0,0
605272,DELETE,0,0,0,0
605273,DELETE,0,0,0,0
605274,DELETE,0,0,0,0
605275,DELETE,0,0,0,0
605276,DELETE,0,0,0,0
605277,DELETE,0,0,0,0
605278,DELETE,0,0,0,0
605279,DELETE,0,0,0,0
605280,DELETE,0,0,0,0
605281,DELETE,0,0,0,0
605282,DELETE,0,0,0,0
605283,DELETE,0,0,0,0
605284,DELETE,0,0,0,0
605285,DELETE,0,0,0,0
605286,DELETE,0,0,0,0
605287,DELETE,0,0,0,0
605288,DELETE,0,0,0,0
605289,DELETE,0,0,0,0
605290,DELETE,0,0,0,0
605291,DELETE,0,0,0,0
605292,DELETE,0,0,0,0
605293,DELETE,0,0,0,0
605294,DELETE,0,0,0,0
605295,DELETE,0,0,0,0
605296,DELETE,0,0,0,0
605297,DELETE,0,0,0,0
605298,DELETE,0,0,0,0
605299,DELETE,0,0,0,0
605300,DELETE,0,0,0,0
605301,DELETE,0,0,0,0
605302,DELETE,0,0,0,0
605303,DELETE,0,0,0,0
605304,DELETE,0,0,0,0
605305,DELETE,0,0,0,0
605306,DELETE,0,0,0,0
605307,DELETE,0,0,0,0
605308,DELETE,0,0,0,0
605309,DELETE,0,0,0,0
605310,DELETE,0,0,0,0
605311,DELETE,0,0,0,0
605312,DELETE,0,0,0,0
605313,DELETE,0,0,0,0
605314,DELETE,0,0,0,0
605315,DELETE,0,0,0,0
605316,DELETE,0,0,0,0
605317,DELETE,0,0,0,0
605318,DELETE,0,0,0,0
605319,DELETE,0,0,0,0
605320,DELETE,0,0,0,0
605321,DELETE,0,0,0,0
605322,DELETE,0,0,0,0
605323,DELETE,0,0,0,0
605324,DELETE,0,0,0,0
605325,DELETE,0,0,0,0
605326,DELETE,0,0,0,0
605327,DELETE,0,0,0,0
605328,DELETE,0,0,0,0
605329,DELETE,0,0,0,0
605330,DELETE,0,0,0,0
605331,DELETE,0,0,0,0
605332,DELETE,0,0,0,0
605333,DELETE,0,0,0,0
605334,DELETE,0,0,0,0
605335,DELETE,0,0,0,0
605336,DELETE,0,0,0,0
605337,DELETE,0,0,0,0
605338,DELETE,0,0,0,0
605339,DELETE,0,0,0,0
605340,DELETE,0,0,0,0
605341,DELETE,0,0,0,0
605342,DELETE,0,0,0,0
605343,DELETE,0,0,0,0
605344,DELETE,0,0,0,0
605345,DELETE,0,0,0,0
605346,DELETE,0,0,0,0
605347,DELETE,0,0,0,0
605348,DELETE,0,0,0,0
605349,DELETE,0,0,0,0
605350,DELETE,0,0,0,0
605351,DELETE,0,0,0,0
605352,DELETE,0,0,0,0
605353,DELETE,0,0,0,0
605354,DELETE,0,0,0,0
605355,DELETE,0,0,0,0
605356,DELETE,0,0,0,0
605357,DELETE,0,0,0,0
605358,DELETE,0,0,0,0
605359,DELETE,0,0,0,0
605360,DELETE,0,0,0,0
605361,DELETE,0,0,0,0
605362,DELETE,0,0,0,0
605363,DELETE,0,0,0,0
605364,DELETE,0,0,0,0
605365,DELETE,0,0,0,0
605366,DELETE,0,0,0,0
605367,DELETE,0,0,0,0
605368,DELETE,0,0,0,0
605369,DELETE,0,0,0,0
605370,DELETE,0,0,0,0
605371,DELETE,0,0,0,0
605372,DELETE,0,0,0,0
605373,DELETE,0,0,0,0
605374,DELETE,0,0,0,0
605375,DELETE,0,0,0,0
605376,DELETE,0,0,0,0
605377,DELETE,0,0,0,0
605378,DELETE,0,0,0,0
605379,DELETE,0,0,0,0
605380,DELETE,0,0,0,0
605381,DELETE,0,0,0,0
605382,DELETE,0,0,0,0
605383,DELETE,0,0,0,0
605384,DELETE,0,0,0,0
605385,DELETE,0,0,0,0
605386,DELETE,0,0,0,0
605387,DELETE,0,0,0,0
605388,DELETE,0,0,0,0
605389,DELETE,0,0,0,0
605390,DELETE,0,0,0,0
605391,DELETE,0,0,0,0
605392,DELETE,0,0,0,0
605393,DELETE,0,0,0,0
605394,DELETE,0,0,0,0
605395,DELETE,0,0,0,0
605396,DELETE,0,0,0,0
605397,DELETE,0,0,0,0
606754,DELETE,0,0,0,0
606755,DELETE,0,0,0,0
606756,DELETE,0,0,0,0
606757,DELETE,0,0,0,0
606758,DELETE,0,0,0,0
606759,DELETE,0,0,0,0
606760,DELETE,0,0,0,0
606761,DELETE,0,0,0,0
606762,DELETE,0,0,0,0
606763,DELETE,0,0,0,0
606764,DELETE,0,0,0,0
606765,DELETE,0,0,0,0
606766,DELETE,0,0,0,0
606767,DELETE,0,0,0,0
606768,DELETE,0,0,0,0
606769,DELETE,0,0,0,0
606770,DELETE,0,0,0,0
606771,DELETE,0,0,0,0
606772,DELETE,0,0,0,0
606773,DELETE,0,0,0,0
606774,DELETE,0,0,0,0
606775,DELETE,0,0,0,0
606776,DELETE,0,0,0,0
606777,DELETE,0,0,0,0
606778,DELETE,0,0,0,0
606779,DELETE,0,0,0,0
606780,DELETE,0,0,0,0
606781,DELETE,0,0,0,0
606782,DELETE,0,0,0,0
606783,DELETE,0,0,0,0
606784,DELETE,0,0,0,0
606785,DELETE,0,0,0,0
606786,DELETE,0,0,0,0
606787,DELETE,0,0,0,0
606788,DELETE,0,0,0,0
606789,DELETE,0,0,0,0
606790,DELETE,0,0,0,0
606791,DELETE,0,0,0,0
606792,DELETE,0,0,0,0
606793,DELETE,0,0,0,0
606794,DELETE,0,0,0,0
606795,DELETE,0,0,0,0
606796,DELETE,0,0,0,0
606797,DELETE,0,0,0,0
606798,DELETE,0,0,0,0
606799,DELETE,0,0,0,0
606800,DELETE,0,0,0,0
606801,DELETE,0,0,0,0
606802,DELETE,0,0,0,0
606803,DELETE,0,0,0,0
606804,DELETE,0,0,0,0
606805,DELETE,0,0,0,0
606806,DELETE,0,0,0,0
606807,DELETE,0,0,0,0
606808,DELETE,0,0,0,0
606809,DELETE,0,0,0,0
606810,DELETE,0,0,0,0
606811,DELETE,0,0,0,0
606812,DELETE,0,0,0,0
606813,DELETE,0,0,0,0
606814,DELETE,0,0,0,0
606815,DELETE,0,0,0,0
606816,DELETE,0,0,0,0
606817,DELETE,0,0,0,0
606818,DELETE,0,0,0,0
606819,DELETE,0,0,0,0
606820,DELETE,0,0,0,0
606821,DELETE,0,0,0,0
606822,DELETE,0,0,0,0
606823,DELETE,0,0,0,0
606824,DELETE,0,0,0,0
606825,DELETE,0,0,0,0
606826,DELETE,0,0,0,0
606827,DELETE,0,0,0,0
606828,DELETE,0,0,0,0
606829,DELETE,0,0,0,0
606830,DELETE,0,0,0,0
606831,DELETE,0,0,0,0
606832,DELETE,0,0,0,0
606833,DELETE,0,0,0,0
606834,DELETE,0,0,0,0
606835,DELETE,0,0,0,0
606836,DELETE,0,0,0,0
606837,DELETE,0,0,0,0
606838,DELETE,0,0,0,0
606839,DELETE,0,0,0,0
606840,DELETE,0,0,0,0
606841,DELETE,0,0,0,0
606842,DELETE,0,0,0,0
606843,DELETE,0,0,0,0
606844,DELETE,0,0,0,0
606845,DELETE,0,0,0,0
606846,DELETE,0,0,0,0
606847,DELETE,0,0,0,0
606848,DELETE,0,0,0,0
606849,DELETE,0,0,0,0
606850,DELETE,0,0,0,0
606851,DELETE,0,0,0,0
606852,DELETE,0,0,0,0
606853,DELETE,0,0,0,0
606854,DELETE,0,0,0,0
606855,DELETE,0,0,0,0
606856,DELETE,0,0,0,0
606857,DELETE,0,0,0,0
606858,DELETE,0,0,0,0
606859,DELETE,0,0,0,0
606860,DELETE,0,0,0,0
606861,DELETE,0,0,0,0
606862,DELETE,0,0,0,0
606863,DELETE,0,0,0,0
606864,DELETE,0,0,0,0
606865,DELETE,0,0,0,0
606866,DELETE,0,0,0,0
606867,DELETE,0,0,0,0
606868,DELETE,0,0,0,0
606869,DELETE,0,0,0,0
606870,DELETE,0,0,0,0
606871,DELETE,0,0,0,0
606872,DELETE,0,0,0,0
606873,DELETE,0,0,0,0
606874,DELETE,0,0,0,0
606875,DELETE,0,0,0,0
606876,DELETE,0,0,0,0
606877,DELETE,0,0,0,0
606878,DELETE,0,0,0,0
606879,DELETE,0,0,0,0
606880,DELETE,0,0,0,0
606881,DELETE,0,0,0,0
606882,DELETE,0,0,0,0
606883,DELETE,0,0,0,0
606884,DELETE,0,0,0,0
606885,DELETE,0,0,0,0
606886,DELETE,0,0,0,0
606887,DELETE,0,0,0,0
606888,DELETE,0,0,0,0
606889,DELETE,0,0,0,0
606890,DELETE,0,0,0,0
606891,DELETE,0,0,0,0
606892,DELETE,0,0,0,0
608249,DELETE,0,0,0,0
608250,DELETE,0,0,0,0
608251,DELETE,0,0,0,0
608252,DELETE,0,0,0,0
608253,DELETE,0,0,0,0
608254,DELETE,0,0,0,0
608255,DELETE,0,0,0,0
608256,DELETE,0,0,0,0
608257,DELETE,0,0,0,0
608258,DELETE,0,0,0,0
608259,DELETE,0,0,0,0
608260,DELETE,0,0,0,0
608261,DELETE,0,0,0,0
608262,DELETE,0,0,0,0
608263,DELETE,0,0,0,0
608264,DELETE,0,0,0,0
608265,DELETE,0,0,0,0
608266,DELETE,0,0,0,0
608267,DELETE,0,0,0,0
608268,DELETE,0,0,0,0
608269,DELETE,0,0,0,0
608270,DELETE,0,0,0,0
608271,DELETE,0,0,0,0
608272,DELETE,0,0,0,0
608273,DELETE,0,0,0,0
608274,DELETE,0,0,0,0
608275,DELETE,0,0,0,0
608276,DELETE,0,0,0,0
608277,DELETE,0,0,0,0
608278,DELETE,0,0,0,0
608279,DELETE,0,0,0,0
608280,DELETE,0,0,0,0
608281,DELETE,0,0,0,0
608282,DELETE,0,0,0,0
608283,DELETE,0,0,0,0
608284,DELETE,0,0,0,0
608285,DELETE,0,0,0,0
608286,DELETE,0,0,0,0
608287,DELETE,0,0,0,0
608288,DELETE,0,0,0,0
608289,DELETE,0,0,0,0
608290,DELETE,0,0,0,0
608291,DELETE,0,0,0,0
608292,DELETE,0,0,0,0
608293,DELETE,0,0,0,0
608294,DELETE,0,0,0,0
608295,DELETE,0,0,0,0
608296,DELETE,0,0,0,0
608297,DELETE,0,0,0,0
608298,DELETE,0,0,0,0
608299,DELETE,0,0,0,0
608300,DELETE,0,0,0,0
608301,DELETE,0,0,0,0
608302,DELETE,0,0,0,0
608303,DELETE,0,0,0,0
608304,DELETE,0,0,0,0
608305,DELETE,0,0,0,0
608306,DELETE,0,0,0,0
608307,DELETE,0,0,0,0
608308,DELETE,0,0,0,0
608309,DELETE,0,0,0,0
608310,DELETE,0,0,0,0
608311,DELETE,0,0,0,0
608312,DELETE,0,0,0,0
608313,DELETE,0,0,0,0
608314,DELETE,0,0,0,0
608315,DELETE,0,0,0,0
608316,DELETE,0,0,0,0
608317,DELETE,0,0,0,0
608318,DELETE,0,0,0,0
608319,DELETE,0,0,0,0
608320,DELETE,0,0,0,0
608321,DELETE,0,0,0,0
608322,DELETE,0,0,0,0
608323,DELETE,0,0,0,0
608324,DELETE,0,0,0,0
608325,DELETE,0,0,0,0
608326,DELETE,0,0,0,0
608327,DELETE,0,0,0,0
608328,DELETE,0,0,0,0
608329,DELETE,0,0,0,0
608330,DELETE,0,0,0,0
608331,DELETE,0,0,0,0
608332,DELETE,0,0,0,0
608333,DELETE,0,0,0,0
608334,DELETE,0,0,0,0
608335,DELETE,0,0,0,0
608336,DELETE,0,0,0,0
608337,DELETE,0,0,0,0
608338,DELETE,0,0,0,0
608339,DELETE,0,0,0,0
608340,DELETE,0,0,0,0
608341,DELETE,0,0,0,0
608342,DELETE,0,0,0,0
608343,DELETE,0,0,0,0
608344,DELETE,0,0,0,0
608345,DELETE,0,0,0,0
608346,DELETE,0,0,0,0
608347,DELETE,0,0,0,0
608348,DELETE,0,0,0,0
608349,DELETE,0,0,0,0
608350,DELETE,0,0,0,0
608351,DELETE,0,0,0,0
608352,DELETE,0,0,0,0
608353,DELETE,0,0,0,0
608354,DELETE,0,0,0,0
608355,DELETE,0,0,0,0
608356,DELETE,0,0,0,0
608357,DELETE,0,0,0,0
608358,DELETE,0,0,0,0
608359,DELETE,0,0,0,0
608360,DELETE,0,0,0,0
608361,DELETE,0,0,0,0
608362,DELETE,0,0,0,0
608363,DELETE,0,0,0,0
608364,DELETE,0,0,0,0
608365,DELETE,0,0,0,0
608366,DELETE,0,0,0,0
608367,DELETE,0,0,0,0
608368,DELETE,0,0,0,0
608369,DELETE,0,0,0,0
608370,DELETE,0,0,0,0
608371,DELETE,0,0,0,0
608372,DELETE,0,0,0,0
608373,DELETE,0,0,0,0
608374,DELETE,0,0,0,0
608375,DELETE,0,0,0,0
608376,DELETE,0,0,0,0
608377,DELETE,0,0,0,0
608378,DELETE,0,0,0,0
608379,DELETE,0,0,0,0
608380,DELETE,0,0,0,0
608381,DELETE,0,0,0,0
608382,DELETE,0,0,0,0
608383,DELETE,0,0,0,0
608384,DELETE,0,0,0,0
608385,DELETE,0,0,0,0
608386,DELETE,0,0,0,0
608387,DELETE,0,0,0,0
608388,DELETE,0,0,0,0
608389,DELETE,0,0,0,0
608989,DELETE,0,0,0,0
608990,DELETE,0,0,0,0
608991,DELETE,0,0,0,0
608992,DELETE,0,0,0,0
608993,DELETE,0,0,0,0
608994,DELETE,0,0,0,0
608995,DELETE,0,0,0,0
608996,DELETE,0,0,0,0
608997,DELETE,0,0,0,0
608998,DELETE,0,0,0,0
608999,DELETE,0,0,0,0
609000,DELETE,0,0,0,0
609001,DELETE,0,0,0,0
609002,DELETE,0,0,0,0
609003,DELETE,0,0,0,0
609004,DELETE,0,0,0,0
609005,DELETE,0,0,0,0
609006,DELETE,0,0,0,0
609007,DELETE,0,0,0,0
609008,DELETE,0,0,0,0
609009,DELETE,0,0,0,0
609010,DELETE,0,0,0,0
609011,DELETE,0,0,0,0
609012,DELETE,0,0,0,0
609013,DELETE,0,0,0,0
609014,DELETE,0,0,0,0
609015,DELETE,0,0,0,0
609016,DELETE,0,0,0,0
609017,DELETE,0,0,0,0
609018,DELETE,0,0,0,0
609019,DELETE,0,0,0,0
609020,DELETE,0,0,0,0
609021,DELETE,0,0,0,0
609022,DELETE,0,0,0,0
609023,DELETE,0,0,0,0
609024,DELETE,0,0,0,0
609025,DELETE,0,0,0,0
609026,DELETE,0,0,0,0
609027,DELETE,0,0,0,0
609028,DELETE,0,0,0,0
609029,DELETE,0,0,0,0
609030,DELETE,0,0,0,0
609031,DELETE,0,0,0,0
609032,DELETE,0,0,0,0
609033,DELETE,0,0,0,0
609034,DELETE,0,0,0,0
609035,DELETE,0,0,0,0
609036,DELETE,0,0,0,0
609037,DELETE,0,0,0,0
609038,DELETE,0,0,0,0
609039,DELETE,0,0,0,0
609040,DELETE,0,0,0,0
609041,DELETE,0,0,0,0
609042,DELETE,0,0,0,0
609043,DELETE,0,0,0,0
609044,DELETE,0,0,0,0
609045,DELETE,0,0,0,0
609046,DELETE,0,0,0,0
609047,DELETE,0,0,0,0
609048,DELETE,0,0,0,0
609049,DELETE,0,0,0,0
609050,DELETE,0,0,0,0
609051,DELETE,0,0,0,0
609052,DELETE,0,0,0,0
609053,DELETE,0,0,0,0
609054,DELETE,0,0,0,0
609055,DELETE,0,0,0,0
609056,DELETE,0,0,0,0
609057,DELETE,0,0,0,0
609058,DELETE,0,0,0,0
609059,DELETE,0,0,0,0
609060,DELETE,0,0,0,0
609061,DELETE,0,0,0,0
609062,DELETE,0,0,0,0
609063,DELETE,0,0,0,0
609064,DELETE,0,0,0,0
609065,DELETE,0,0,0,0
609066,DELETE,0,0,0,0
609067,DELETE,0,0,0,0
609068,DELETE,0,0,0,0
609069,DELETE,0,0,0,0
609070,DELETE,0,0,0,0
609071,DELETE,0,0,0,0
609072,DELETE,0,0,0,0
609073,DELETE,0,0,0,0
609074,DELETE,0,0,0,0
609075,DELETE,0,0,0,0
609076,DELETE,0,0,0,0
609077,DELETE,0,0,0,0
609078,DELETE,0,0,0,0
609079,DELETE,0,0,0,0
609080,DELETE,0,0,0,0
609081,DELETE,0,0,0,0
609082,DELETE,0,0,0,0
609083,DELETE,0,0,0,0
609084,DELETE,0,0,0,0
609085,DELETE,0,0,0,0
609086,DELETE,0,0,0,0
609087,DELETE,0,0,0,0
609088,DELETE,0,0,0,0
609089,DELETE,0,0,0,0
609090,DELETE,0,0,0,0
609091,DELETE,0,0,0,0
609092,DELETE,0,0,0,0
609093,DELETE,0,0,0,0
609094,DELETE,0,0,0,0
609095,DELETE,0,0,0,0
609096,DELETE,0,0,0,0
609097,DELETE,0,0,0,0
609098,DELETE,0,0,0,0
609099,DELETE,0,0,0,0
609100,DELETE,0,0,0,0
609101,DELETE,0,0,0,0
609102,DELETE,0,0,0,0
609103,DELETE,0,0,0,0
609104,DELETE,0,0,0,0
609105,DELETE,0,0,0,0
609106,DELETE,0,0,0,0
609107,DELETE,0,0,0,0
609108,DELETE,0,0,0,0
609109,DELETE,0,0,0,0
609110,DELETE,0,0,0,0
609111,DELETE,0,0,0,0
609112,DELETE,0,0,0,0
609113,DELETE,0,0,0,0
609114,DELETE,0,0,0,0
609115,DELETE,0,0,0,0
609116,DELETE,0,0,0,0
609117,DELETE,0,0,0,0
609118,DELETE,0,0,0,0
609119,DELETE,0,0,0,0
609120,DELETE,0,0,0,0
609121,DELETE,0,0,0,0
609122,DELETE,0,0,0,0
609123,DELETE,0,0,0,0
609124,DELETE,0,0,0,0
609125,DELETE,0,0,0,0
609126,DELETE,0,0,0,0
609127,DELETE,0,0,0,0
609128,DELETE,0,0,0,0
609129,DELETE,0,0,0,0
609130,DELETE,0,0,0,0
609131,DELETE,0,0,0,0
609132,DELETE,0,0,0,0
609133,DELETE,0,0,0,0
609134,DELETE,0,0,0,0
609135,DELETE,0,0,0,0
609136,DELETE,0,0,0,0
609137,DELETE,0,0,0,0
609138,DELETE,0,0,0,0
609139,DELETE,0,0,0,0
609140,DELETE,0,0,0,0
609141,DELETE,0,0,0,0
609142,DELETE,0,0,0,0
609143,DELETE,0,0,0,0
609144,DELETE,0,0,0,0
609145,DELETE,0,0,0,0
609146,DELETE,0,0,0,0
609147,DELETE,0,0,0,0
609148,DELETE,0,0,0,0
609149,DELETE,0,0,0,0
609150,DELETE,0,0,0,0
609151,DELETE,0,0,0,0
609152,DELETE,0,0,0,0
609153,DELETE,0,0,0,0
609154,DELETE,0,0,0,0
609155,DELETE,0,0,0,0
609156,DELETE,0,0,0,0
609157,DELETE,0,0,0,0
609158,DELETE,0,0,0,0
609159,DELETE,0,0,0,0
609160,DELETE,0,0,0,0
609161,DELETE,0,0,0,0
609162,DELETE,0,0,0,0
609163,DELETE,0,0,0,0
609164,DELETE,0,0,0,0
609165,DELETE,0,0,0,0
609166,DELETE,0,0,0,0
609167,DELETE,0,0,0,0
609168,DELETE,0,0,0,0
609169,DELETE,0,0,0,0
609170,DELETE,0,0,0,0
609171,DELETE,0,0,0,0
609172,DELETE,0,0,0,0
609173,DELETE,0,0,0,0
609174,DELETE,0,0,0,0
609175,DELETE,0,0,0,0
609176,DELETE,0,0,0,0
609177,DELETE,0,0,0,0
609178,DELETE,0,0,0,0
609179,DELETE,0,0,0,0
609180,DELETE,0,0,0,0
609181,DELETE,0,0,0,0
609182,DELETE,0,0,0,0
609183,DELETE,0,0,0,0
609184,DELETE,0,0,0,0
609185,DELETE,0,0,0,0
609186,DELETE,0,0,0,0
609187,DELETE,0,0,0,0
609188,DELETE,0,0,0,0
609189,DELETE,0,0,0,0
609190,DELETE,0,0,0,0
609191,DELETE,0,0,0,0
609192,DELETE,0,0,0,0
609193,DELETE,0,0,0,0
609194,DELETE,0,0,0,0
609195,DELETE,0,0,0,0
609196,DELETE,0,0,0,0
609197,DELETE,0,0,0,0
609198,DELETE,0,0,0,0
609199,DELETE,0,0,0,0
609200,DELETE,0,0,0,0
609201,DELETE,0,0,0,0
609202,DELETE,0,0,0,0
609203,DELETE,0,0,0,0
609204,DELETE,0,0,0,0
609205,DELETE,0,0,0,0
609206,DELETE,0,0,0,0
609207,DELETE,0,0,0,0
609208,DELETE,0,0,0,0
609209,DELETE,0,0,0,0
609210,DELETE,0,0,0,0
609211,DELETE,0,0,0,0
609212,DELETE,0,0,0,0
609213,DELETE,0,0,0,0
609214,DELETE,0,0,0,0
610857,DELETE,0,0,0,0
610886,TRIA,685481,262231,11159,0
611044,TRIA,262369,136290,685749,0
611100,DELETE,0,0,0,0
611262,TRIA,685916,685915,15290,0
611297,TRIA,329864,34365,685960,0
611304,TRIA,71523,685943,685944,0
611313,DELETE,0,0,0,0
611391,DELETE,0,0,0,0
611393,DELETE,0,0,0,0
611487,DELETE,0,0,0,0
611495,DELETE,0,0,0,0
611765,DELETE,0,0,0,0
613080,DELETE,0,0,0,0
613395,DELETE,0,0,0,0
613969,DELETE,0,0,0,0
613973,DELETE,0,0,0,0
613977,DELETE,0,0,0,0
613981,DELETE,0,0,0,0
613989,TRIA,689774,689757,689776,0
614092,DELETE,0,0,0,0
614096,DELETE,0,0,0,0
614100,DELETE,0,0,0,0
614104,DELETE,0,0,0,0
614108,TRIA,66361,689905,66362,0
614306,DELETE,0,0,0,0
614375,TRIA,71310,71311,690151,0
614400,DELETE,0,0,0,0
614710,TRIA,690498,689844,66438,0
614819,DELETE,0,0,0,0
614820,TRIA,686638,690595,690594,0
614822,TRIA,686639,686640,690596,0
614823,DELETE,0,0,0,0
614824,TRIA,686642,154527,690598,0
615159,DELETE,0,0,0,0
615284,TRIA,690968,690881,70976,0
